stfips,year,unemployment,gdp_growth,productivity_growth,min_wage,min_wage_increase,population,inflation
1,1980,8.8,-0.25677,-0.05705,3.1,1,3900.368,13.5
2,1980,9.5,-0.25677,-0.05705,3.6,1,405.315,13.5
4,1980,6.6,-0.25677,-0.05705,3.1,1,2737.774,13.5
5,1980,7.5,-0.25677,-0.05705,3.1,1,2288.738,13.5
6,1980,6.9,-0.25677,-0.05705,3.1,1,23800.8,13.5
8,1980,5.9,-0.25677,-0.05705,3.1,1,2908.803,13.5
9,1980,5.7,-0.25677,-0.05705,3.12,1,3113.174,13.5
10,1980,7.5,-0.25677,-0.05705,3.1,1,594.919,13.5
11,1980,7.4,-0.25677,-0.05705,3.1,1,638.284,13.5
12,1980,6.0,-0.25677,-0.05705,3.1,1,9839.835,13.5
13,1980,6.3,-0.25677,-0.05705,3.1,1,5486.174,13.5
15,1980,5.0,-0.25677,-0.05705,3.1,1,967.71,13.5
16,1980,7.6,-0.25677,-0.05705,3.1,1,947.983,13.5
17,1980,8.2,-0.25677,-0.05705,3.1,1,11434.702,13.5
18,1980,9.7,-0.25677,-0.05705,3.1,1,5490.721,13.5
19,1980,5.9,-0.25677,-0.05705,3.1,1,2914.018,13.5
20,1980,4.4,-0.25677,-0.05705,3.1,1,2369.039,13.5
21,1980,8.0,-0.25677,-0.05705,3.1,1,3664.221,13.5
22,1980,7.0,-0.25677,-0.05705,3.1,1,4223.101,13.5
23,1980,7.5,-0.25677,-0.05705,3.1,1,1126.86,13.5
24,1980,6.6,-0.25677,-0.05705,3.1,1,4227.643,13.5
25,1980,5.8,-0.25677,-0.05705,3.1,1,5746.075,13.5
26,1980,12.3,-0.25677,-0.05705,3.1,1,9255.553,13.5
27,1980,5.8,-0.25677,-0.05705,3.1,1,4085.017,13.5
28,1980,7.4,-0.25677,-0.05705,3.1,1,2525.342,13.5
29,1980,7.2,-0.25677,-0.05705,3.1,1,4921.966,13.5
30,1980,6.3,-0.25677,-0.05705,3.1,1,788.752,13.5
31,1980,3.8,-0.25677,-0.05705,3.1,1,1572.296,13.5
32,1980,6.3,-0.25677,-0.05705,3.1,1,810.215,13.5
33,1980,4.5,-0.25677,-0.05705,3.1,1,924.25,13.5
34,1980,7.2,-0.25677,-0.05705,3.1,1,7376.33,13.5
35,1980,7.6,-0.25677,-0.05705,3.1,1,1309.4,13.5
36,1980,7.4,-0.25677,-0.05705,3.1,1,17566.754,13.5
37,1980,6.4,-0.25677,-0.05705,3.1,1,5898.98,13.5
38,1980,4.9,-0.25677,-0.05705,3.1,1,654.38,13.5
39,1980,8.3,-0.25677,-0.05705,3.1,1,10800.65,13.5
40,1980,4.1,-0.25677,-0.05705,3.1,1,3040.758,13.5
41,1980,8.4,-0.25677,-0.05705,3.1,1,2641.218,13.5
42,1980,8.1,-0.25677,-0.05705,3.1,1,11868.305,13.5
44,1980,7.2,-0.25677,-0.05705,3.1,1,948.773,13.5
45,1980,6.7,-0.25677,-0.05705,3.1,1,3134.502,13.5
46,1980,4.7,-0.25677,-0.05705,3.1,1,690.851,13.5
47,1980,7.2,-0.25677,-0.05705,3.1,1,4600.252,13.5
48,1980,5.2,-0.25677,-0.05705,3.1,1,14338.208,13.5
49,1980,6.3,-0.25677,-0.05705,3.1,1,1472.595,13.5
50,1980,5.9,-0.25677,-0.05705,3.1,1,512.524,13.5
51,1980,5.1,-0.25677,-0.05705,3.1,1,5368.334,13.5
53,1980,7.9,-0.25677,-0.05705,3.1,1,4154.678,13.5
54,1980,10.1,-0.25677,-0.05705,3.1,1,1951.349,13.5
55,1980,7.4,-0.25677,-0.05705,3.1,1,4712.045,13.5
56,1980,3.8,-0.25677,-0.05705,3.1,1,474.185,13.5
1,1981,10.7,2.53769,1.45581,3.35,1,3918.531,10.3
2,1981,9.2,2.53769,1.45581,3.85,1,418.491,10.3
4,1981,6.2,2.53769,1.45581,3.35,1,2810.107,10.3
5,1981,8.6,2.53769,1.45581,3.35,1,2293.201,10.3
6,1981,7.4,2.53769,1.45581,3.35,1,24285.933,10.3
8,1981,5.6,2.53769,1.45581,3.35,1,2977.898,10.3
9,1981,6.2,2.53769,1.45581,3.37,1,3128.836,10.3
10,1981,7.8,2.53769,1.45581,3.35,1,595.975,10.3
11,1981,8.7,2.53769,1.45581,3.35,1,636.893,10.3
12,1981,6.8,2.53769,1.45581,3.35,1,10192.774,10.3
13,1981,6.4,2.53769,1.45581,3.35,1,5568.345,10.3
15,1981,5.2,2.53769,1.45581,3.35,1,978.195,10.3
16,1981,7.6,2.53769,1.45581,3.35,1,962.204,10.3
17,1981,8.6,2.53769,1.45581,3.35,1,11443.458,10.3
18,1981,9.7,2.53769,1.45581,3.35,1,5480.435,10.3
19,1981,6.5,2.53769,1.45581,3.35,1,2907.983,10.3
20,1981,4.3,2.53769,1.45581,3.35,1,2384.849,10.3
21,1981,8.6,2.53769,1.45581,3.35,1,3670.394,10.3
22,1981,8.4,2.53769,1.45581,3.35,1,4283.303,10.3
23,1981,7.2,2.53769,1.45581,3.35,1,1133.033,10.3
24,1981,7.1,2.53769,1.45581,3.35,1,4261.905,10.3
25,1981,6.4,2.53769,1.45581,3.35,1,5768.685,10.3
26,1981,12.4,2.53769,1.45581,3.35,1,9209.287,10.3
27,1981,5.8,2.53769,1.45581,3.35,1,4111.728,10.3
28,1981,8.5,2.53769,1.45581,3.35,1,2539.036,10.3
29,1981,7.7,2.53769,1.45581,3.35,1,4932.064,10.3
30,1981,6.7,2.53769,1.45581,3.35,1,795.328,10.3
31,1981,4.1,2.53769,1.45581,3.35,1,1578.515,10.3
32,1981,7.3,2.53769,1.45581,3.35,1,847.655,10.3
33,1981,5.1,2.53769,1.45581,3.35,1,936.621,10.3
34,1981,7.5,2.53769,1.45581,3.35,1,7407.472,10.3
35,1981,7.2,2.53769,1.45581,3.35,1,1332.748,10.3
36,1981,7.6,2.53769,1.45581,3.35,1,17567.734,10.3
37,1981,6.4,2.53769,1.45581,3.35,1,5956.653,10.3
38,1981,4.9,2.53769,1.45581,3.35,1,659.505,10.3
39,1981,9.6,2.53769,1.45581,3.35,1,10788.33,10.3
40,1981,3.6,2.53769,1.45581,3.35,1,3096.164,10.3
41,1981,9.7,2.53769,1.45581,3.35,1,2667.982,10.3
42,1981,8.4,2.53769,1.45581,3.35,1,11858.567,10.3
44,1981,7.6,2.53769,1.45581,3.35,1,953.013,10.3
45,1981,8.2,2.53769,1.45581,3.35,1,3179.255,10.3
46,1981,4.8,2.53769,1.45581,3.35,1,689.584,10.3
47,1981,8.9,2.53769,1.45581,3.35,1,4627.658,10.3
48,1981,5.4,2.53769,1.45581,3.35,1,14746.318,10.3
49,1981,6.6,2.53769,1.45581,3.35,1,1515.471,10.3
50,1981,5.9,2.53769,1.45581,3.35,1,515.594,10.3
51,1981,5.9,2.53769,1.45581,3.35,1,5444.097,10.3
53,1981,9.3,2.53769,1.45581,3.35,1,4235.731,10.3
54,1981,10.6,2.53769,1.45581,3.35,1,1954.124,10.3
55,1981,7.8,2.53769,1.45581,3.35,1,4726.343,10.3
56,1981,4.1,2.53769,1.45581,3.35,1,491.712,10.3
1,1982,14.0,-1.80301,-0.82202,3.35,0,3925.266,6.1
2,1982,10.1,-1.80301,-0.82202,3.85,0,449.606,6.1
4,1982,10.0,-1.80301,-0.82202,3.35,0,2889.861,6.1
5,1982,9.5,-1.80301,-0.82202,3.35,0,2294.257,6.1
6,1982,10.1,-1.80301,-0.82202,3.35,0,24820.009,6.1
8,1982,7.6,-1.80301,-0.82202,3.35,0,3061.564,6.1
9,1982,6.9,-1.80301,-0.82202,3.37,0,3139.013,6.1
10,1982,8.4,-1.80301,-0.82202,3.35,0,599.148,6.1
11,1982,10.3,-1.80301,-0.82202,3.35,0,634.174,6.1
12,1982,8.5,-1.80301,-0.82202,3.35,0,10471.407,6.1
13,1982,7.8,-1.80301,-0.82202,3.35,0,5649.792,6.1
15,1982,6.1,-1.80301,-0.82202,3.35,0,993.78,6.1
16,1982,9.9,-1.80301,-0.82202,3.35,0,973.721,6.1
17,1982,11.4,-1.80301,-0.82202,3.35,0,11423.412,6.1
18,1982,12.0,-1.80301,-0.82202,3.35,0,5467.922,6.1
19,1982,8.4,-1.80301,-0.82202,3.35,0,2888.189,6.1
20,1982,6.3,-1.80301,-0.82202,3.35,0,2401.202,6.1
21,1982,10.8,-1.80301,-0.82202,3.35,0,3683.445,6.1
22,1982,10.2,-1.80301,-0.82202,3.35,0,4352.608,6.1
23,1982,8.6,-1.80301,-0.82202,3.35,0,1136.684,6.1
24,1982,8.3,-1.80301,-0.82202,3.35,0,4282.923,6.1
25,1982,7.8,-1.80301,-0.82202,3.35,0,5771.222,6.1
26,1982,15.5,-1.80301,-0.82202,3.35,0,9115.198,6.1
27,1982,7.9,-1.80301,-0.82202,3.35,0,4131.45,6.1
28,1982,11.0,-1.80301,-0.82202,3.35,0,2556.777,6.1
29,1982,9.3,-1.80301,-0.82202,3.35,0,4929.451,6.1
30,1982,8.6,-1.80301,-0.82202,3.35,0,803.986,6.1
31,1982,5.5,-1.80301,-0.82202,3.35,0,1581.78,6.1
32,1982,10.0,-1.80301,-0.82202,3.35,0,881.537,6.1
33,1982,6.9,-1.80301,-0.82202,3.35,0,947.719,6.1
34,1982,8.7,-1.80301,-0.82202,3.35,0,7430.968,6.1
35,1982,9.0,-1.80301,-0.82202,3.35,0,1363.823,6.1
36,1982,8.7,-1.80301,-0.82202,3.35,0,17589.738,6.1
37,1982,9.2,-1.80301,-0.82202,3.35,0,6019.101,6.1
38,1982,5.6,-1.80301,-0.82202,3.35,0,668.972,6.1
39,1982,12.6,-1.80301,-0.82202,3.35,0,10757.087,6.1
40,1982,6.1,-1.80301,-0.82202,3.35,0,3206.123,6.1
41,1982,11.4,-1.80301,-0.82202,3.35,0,2664.922,6.1
42,1982,10.9,-1.80301,-0.82202,3.35,0,11845.146,6.1
44,1982,10.0,-1.80301,-0.82202,3.35,0,954.17,6.1
45,1982,10.8,-1.80301,-0.82202,3.35,0,3207.614,6.1
46,1982,5.4,-1.80301,-0.82202,3.35,0,690.597,6.1
47,1982,11.7,-1.80301,-0.82202,3.35,0,4646.041,6.1
48,1982,6.9,-1.80301,-0.82202,3.35,0,15331.415,6.1
49,1982,8.1,-1.80301,-0.82202,3.35,0,1558.314,6.1
50,1982,6.8,-1.80301,-0.82202,3.35,0,519.109,6.1
51,1982,7.4,-1.80301,-0.82202,3.35,0,5492.783,6.1
53,1982,11.6,-1.80301,-0.82202,3.35,0,4276.552,6.1
54,1982,14.0,-1.80301,-0.82202,3.35,0,1949.604,6.1
55,1982,10.3,-1.80301,-0.82202,3.35,0,4728.87,6.1
56,1982,6.0,-1.80301,-0.82202,3.35,0,506.4,6.1
1,1983,13.8,4.58378,4.08542,3.35,0,3934.102,3.2
2,1983,10.1,4.58378,4.08542,3.85,0,488.417,3.2
4,1983,9.1,4.58378,4.08542,3.35,0,2968.925,3.2
5,1983,9.7,4.58378,4.08542,3.35,0,2305.761,3.2
6,1983,9.8,4.58378,4.08542,3.35,0,25360.026,3.2
8,1983,7.1,4.58378,4.08542,3.35,0,3133.63,3.2
9,1983,6.0,4.58378,4.08542,3.37,0,3162.354,3.2
10,1983,7.9,4.58378,4.08542,3.35,0,605.458,3.2
11,1983,10.9,4.58378,4.08542,3.35,0,632.433,3.2
12,1983,8.6,4.58378,4.08542,3.35,0,10749.851,3.2
13,1983,7.6,4.58378,4.08542,3.35,0,5728.25,3.2
15,1983,5.9,4.58378,4.08542,3.35,0,1012.717,3.2
16,1983,9.1,4.58378,4.08542,3.35,0,981.869,3.2
17,1983,11.7,4.58378,4.08542,3.35,0,11408.818,3.2
18,1983,11.1,4.58378,4.08542,3.35,0,5450.395,3.2
19,1983,8.2,4.58378,4.08542,3.35,0,2870.543,3.2
20,1983,5.9,4.58378,4.08542,3.35,0,2415.531,3.2
21,1983,11.3,4.58378,4.08542,3.35,0,3694.484,3.2
22,1983,11.5,4.58378,4.08542,3.35,0,4395.316,3.2
23,1983,8.3,4.58378,4.08542,3.35,0,1144.772,3.2
24,1983,6.9,4.58378,4.08542,3.35,0,4313.327,3.2
25,1983,6.9,4.58378,4.08542,3.35,0,5799.407,3.2
26,1983,14.5,4.58378,4.08542,3.35,0,9047.754,3.2
27,1983,7.9,4.58378,4.08542,3.35,0,4141.456,3.2
28,1983,12.0,4.58378,4.08542,3.35,0,2567.717,3.2
29,1983,10.0,4.58378,4.08542,3.35,0,4943.733,3.2
30,1983,8.7,4.58378,4.08542,3.35,0,814.031,3.2
31,1983,5.6,4.58378,4.08542,3.35,0,1584.293,3.2
32,1983,9.8,4.58378,4.08542,3.35,0,901.977,3.2
33,1983,5.5,4.58378,4.08542,3.35,0,958.134,3.2
34,1983,8.2,4.58378,4.08542,3.35,0,7467.785,3.2
35,1983,9.7,4.58378,4.08542,3.35,0,1394.361,3.2
36,1983,8.9,4.58378,4.08542,3.35,0,17686.905,3.2
37,1983,8.9,4.58378,4.08542,3.35,0,6077.056,3.2
38,1983,5.9,4.58378,4.08542,3.35,0,676.688,3.2
39,1983,12.4,4.58378,4.08542,3.35,0,10737.632,3.2
40,1983,8.1,4.58378,4.08542,3.35,0,3290.402,3.2
41,1983,10.8,4.58378,4.08542,3.35,0,2653.066,3.2
42,1983,11.1,4.58378,4.08542,3.35,0,11837.723,3.2
44,1983,8.5,4.58378,4.08542,3.35,0,956.382,3.2
45,1983,9.9,4.58378,4.08542,3.35,0,3234.066,3.2
46,1983,5.2,4.58378,4.08542,3.35,0,693.008,3.2
47,1983,11.6,4.58378,4.08542,3.35,0,4659.749,3.2
48,1983,8.1,4.58378,4.08542,3.35,0,15751.676,3.2
49,1983,9.0,4.58378,4.08542,3.35,0,1594.943,3.2
50,1983,6.5,4.58378,4.08542,3.35,0,523.302,3.2
51,1983,6.4,4.58378,4.08542,3.35,0,5564.657,3.2
53,1983,11.2,4.58378,4.08542,3.35,0,4300.266,3.2
54,1983,17.2,4.58378,4.08542,3.35,0,1945.061,3.2
55,1983,9.8,4.58378,4.08542,3.35,0,4721.438,3.2
56,1983,8.0,4.58378,4.08542,3.35,0,510.345,3.2
1,1984,11.3,7.23646,2.24662,3.35,0,3951.82,4.3
2,1984,9.9,7.23646,2.24662,3.85,0,513.702,4.3
4,1984,5.0,7.23646,2.24662,3.35,0,3067.135,4.3
5,1984,8.5,7.23646,2.24662,3.35,0,2319.768,4.3
6,1984,7.8,7.23646,2.24662,3.35,0,25844.393,4.3
8,1984,5.5,7.23646,2.24662,3.35,0,3169.992,4.3
9,1984,4.6,7.23646,2.24662,3.37,0,3180.014,4.3
10,1984,6.2,7.23646,2.24662,3.35,0,611.565,4.3
11,1984,8.9,7.23646,2.24662,3.35,0,633.382,4.3
12,1984,6.6,7.23646,2.24662,3.35,0,11039.925,4.3
13,1984,6.1,7.23646,2.24662,3.35,0,5834.954,4.3
15,1984,5.4,7.23646,2.24662,3.35,0,1027.922,4.3
16,1984,7.2,7.23646,2.24662,3.35,0,990.839,4.3
17,1984,9.1,7.23646,2.24662,3.35,0,11412.132,4.3
18,1984,8.5,7.23646,2.24662,3.35,0,5458.322,4.3
19,1984,7.0,7.23646,2.24662,3.35,0,2858.618,4.3
20,1984,5.0,7.23646,2.24662,3.35,0,2424.086,4.3
21,1984,9.1,7.23646,2.24662,3.35,0,3695.453,4.3
22,1984,10.2,7.23646,2.24662,3.35,0,4400.477,4.3
23,1984,6.1,7.23646,2.24662,3.35,0,1155.635,4.3
24,1984,5.3,7.23646,2.24662,3.35,0,4365.243,4.3
25,1984,4.8,7.23646,2.24662,3.35,0,5840.773,4.3
26,1984,11.2,7.23646,2.24662,3.35,0,9049.452,4.3
27,1984,6.3,7.23646,2.24662,3.35,0,4157.706,4.3
28,1984,10.6,7.23646,2.24662,3.35,0,2578.051,4.3
29,1984,7.4,7.23646,2.24662,3.35,0,4975.278,4.3
30,1984,7.5,7.23646,2.24662,3.35,0,820.905,4.3
31,1984,4.5,7.23646,2.24662,3.35,0,1588.639,4.3
32,1984,7.7,7.23646,2.24662,3.35,0,924.922,4.3
33,1984,4.2,7.23646,2.24662,3.35,0,976.864,4.3
34,1984,6.3,7.23646,2.24662,3.35,0,7515.473,4.3
35,1984,7.7,7.23646,2.24662,3.35,0,1416.717,4.3
36,1984,7.2,7.23646,2.24662,3.35,0,17745.684,4.3
37,1984,6.6,7.23646,2.24662,3.35,0,6164.006,4.3
38,1984,5.4,7.23646,2.24662,3.35,0,680.497,4.3
39,1984,9.5,7.23646,2.24662,3.35,0,10737.746,4.3
40,1984,6.8,7.23646,2.24662,3.35,0,3285.533,4.3
41,1984,9.3,7.23646,2.24662,3.35,0,2666.588,4.3
42,1984,8.9,7.23646,2.24662,3.35,0,11815.172,4.3
44,1984,5.3,7.23646,2.24662,3.35,0,961.894,4.3
45,1984,7.0,7.23646,2.24662,3.35,0,3271.868,4.3
46,1984,4.4,7.23646,2.24662,3.35,0,697.249,4.3
47,1984,8.8,7.23646,2.24662,3.35,0,4686.737,4.3
48,1984,6.2,7.23646,2.24662,3.35,0,16007.086,4.3
49,1984,6.6,7.23646,2.24662,3.35,0,1622.342,4.3
50,1984,4.9,7.23646,2.24662,3.35,0,526.66,4.3
51,1984,5.1,7.23646,2.24662,3.35,0,5643.87,4.3
53,1984,9.3,7.23646,2.24662,3.35,0,4343.656,4.3
54,1984,14.1,7.23646,2.24662,3.35,0,1927.697,4.3
55,1984,7.3,7.23646,2.24662,3.35,0,4735.563,4.3
56,1984,6.3,7.23646,2.24662,3.35,0,504.896,4.3
1,1985,9.5,4.16957,1.73733,3.35,0,3972.523,3.5
2,1985,9.8,4.16957,1.73733,3.85,0,532.495,3.5
4,1985,6.4,4.16957,1.73733,3.35,0,3183.538,3.5
5,1985,8.5,4.16957,1.73733,3.35,0,2327.046,3.5
6,1985,7.2,4.16957,1.73733,3.35,0,26441.109,3.5
8,1985,6.0,4.16957,1.73733,3.35,0,3208.723,3.5
9,1985,4.4,4.16957,1.73733,3.37,0,3201.131,3.5
10,1985,5.1,4.16957,1.73733,3.35,0,618.28,3.5
11,1985,8.0,4.16957,1.73733,3.35,0,634.549,3.5
12,1985,6.1,4.16957,1.73733,3.35,0,11351.118,3.5
13,1985,6.3,4.16957,1.73733,3.35,0,5962.661,3.5
15,1985,5.2,4.16957,1.73733,3.35,0,1039.698,3.5
16,1985,7.8,4.16957,1.73733,3.35,0,994.051,3.5
17,1985,9.1,4.16957,1.73733,3.35,0,11399.806,3.5
18,1985,7.7,4.16957,1.73733,3.35,0,5459.211,3.5
19,1985,7.4,4.16957,1.73733,3.35,0,2829.684,3.5
20,1985,5.1,4.16957,1.73733,3.35,0,2427.405,3.5
21,1985,9.0,4.16957,1.73733,3.35,0,3694.826,3.5
22,1985,11.4,4.16957,1.73733,3.35,0,4408.118,3.5
23,1985,5.6,4.16957,1.73733,3.35,0,1162.936,3.5
24,1985,4.6,4.16957,1.73733,3.35,0,4413.071,3.5
25,1985,4.1,4.16957,1.73733,3.35,0,5880.733,3.5
26,1985,10.0,4.16957,1.73733,3.35,0,9076.293,3.5
27,1985,6.0,4.16957,1.73733,3.35,0,4184.302,3.5
28,1985,10.4,4.16957,1.73733,3.35,0,2588.102,3.5
29,1985,6.6,4.16957,1.73733,3.35,0,5000.268,3.5
30,1985,7.7,4.16957,1.73733,3.35,0,822.32,3.5
31,1985,5.0,4.16957,1.73733,3.35,0,1584.664,3.5
32,1985,7.5,4.16957,1.73733,3.35,0,951.03,3.5
33,1985,3.7,4.16957,1.73733,3.35,0,996.753,3.5
34,1985,5.6,4.16957,1.73733,3.35,0,7565.528,3.5
35,1985,8.6,4.16957,1.73733,3.35,0,1438.361,3.5
36,1985,6.6,4.16957,1.73733,3.35,0,17791.672,3.5
37,1985,5.6,4.16957,1.73733,3.35,0,6253.954,3.5
38,1985,5.5,4.16957,1.73733,3.35,0,676.98,3.5
39,1985,8.9,4.16957,1.73733,3.35,0,10734.926,3.5
40,1985,7.1,4.16957,1.73733,3.35,0,3271.332,3.5
41,1985,8.7,4.16957,1.73733,3.35,0,2672.652,3.5
42,1985,8.0,4.16957,1.73733,3.35,0,11770.862,3.5
44,1985,4.7,4.16957,1.73733,3.35,0,968.955,3.5
45,1985,6.8,4.16957,1.73733,3.35,0,3303.209,3.5
46,1985,4.8,4.16957,1.73733,3.35,0,698.402,3.5
47,1985,7.9,4.16957,1.73733,3.35,0,4715.296,3.5
48,1985,7.0,4.16957,1.73733,3.35,0,16272.734,3.5
49,1985,6.0,4.16957,1.73733,3.35,0,1642.91,3.5
50,1985,4.6,4.16957,1.73733,3.35,0,530.035,3.5
51,1985,5.4,4.16957,1.73733,3.35,0,5715.153,3.5
53,1985,8.2,4.16957,1.73733,3.35,0,4400.098,3.5
54,1985,13.2,4.16957,1.73733,3.35,0,1906.831,3.5
55,1985,7.1,4.16957,1.73733,3.35,0,4747.767,3.5
56,1985,7.0,4.16957,1.73733,3.35,0,499.695,3.5
1,1986,9.6,3.46266,2.97392,3.35,0,3991.569,1.9
2,1986,11.1,3.46266,2.97392,3.85,0,544.268,1.9
4,1986,7.0,3.46266,2.97392,3.35,0,3308.262,1.9
5,1986,8.5,3.46266,2.97392,3.35,0,2331.984,1.9
6,1986,6.8,3.46266,2.97392,3.35,0,27102.237,1.9
8,1986,7.5,3.46266,2.97392,3.35,0,3237.45,1.9
9,1986,3.8,3.46266,2.97392,3.37,0,3223.74,1.9
10,1986,4.2,3.46266,2.97392,3.35,0,627.559,1.9
11,1986,7.4,3.46266,2.97392,3.35,0,638.269,1.9
12,1986,5.8,3.46266,2.97392,3.35,0,11667.505,1.9
13,1986,5.9,3.46266,2.97392,3.35,0,6084.666,1.9
15,1986,4.7,3.46266,2.97392,3.35,0,1051.762,1.9
16,1986,8.4,3.46266,2.97392,3.35,0,990.224,1.9
17,1986,8.3,3.46266,2.97392,3.35,0,11387.257,1.9
18,1986,6.8,3.46266,2.97392,3.35,0,5454.108,1.9
19,1986,6.8,3.46266,2.97392,3.35,0,2791.97,1.9
20,1986,5.4,3.46266,2.97392,3.35,0,2432.619,1.9
21,1986,9.3,3.46266,2.97392,3.35,0,3687.809,1.9
22,1986,12.5,3.46266,2.97392,3.35,0,4406.919,1.9
23,1986,5.3,3.46266,2.97392,3.35,0,1170.126,1.9
24,1986,4.6,3.46266,2.97392,3.35,0,4486.957,1.9
25,1986,4.0,3.46266,2.97392,3.35,0,5902.678,1.9
26,1986,8.9,3.46266,2.97392,3.35,0,9127.775,1.9
27,1986,5.6,3.46266,2.97392,3.35,0,4205.212,1.9
28,1986,11.4,3.46266,2.97392,3.35,0,2593.597,1.9
29,1986,6.4,3.46266,2.97392,3.35,0,5023.068,1.9
30,1986,8.0,3.46266,2.97392,3.35,0,813.739,1.9
31,1986,4.8,3.46266,2.97392,3.35,0,1574.333,1.9
32,1986,6.4,3.46266,2.97392,3.35,0,980.613,1.9
33,1986,2.7,3.46266,2.97392,3.35,0,1025.053,1.9
34,1986,5.0,3.46266,2.97392,3.35,0,7622.159,1.9
35,1986,9.2,3.46266,2.97392,3.35,0,1462.729,1.9
36,1986,6.2,3.46266,2.97392,3.35,0,17833.419,1.9
37,1986,5.3,3.46266,2.97392,3.35,0,6321.578,1.9
38,1986,5.6,3.46266,2.97392,3.35,0,669.512,1.9
39,1986,8.3,3.46266,2.97392,3.35,0,10730.268,1.9
40,1986,8.3,3.46266,2.97392,3.35,0,3252.735,1.9
41,1986,7.9,3.46266,2.97392,3.35,0,2683.528,1.9
42,1986,7.0,3.46266,2.97392,3.35,0,11782.752,1.9
44,1986,4.1,3.46266,2.97392,3.35,0,977.341,1.9
45,1986,6.4,3.46266,2.97392,3.35,0,3342.758,1.9
46,1986,4.6,3.46266,2.97392,3.35,0,696.034,1.9
47,1986,7.9,3.46266,2.97392,3.35,0,4738.708,1.9
48,1986,8.8,3.46266,2.97392,3.35,0,16561.113,1.9
49,1986,6.2,3.46266,2.97392,3.35,0,1662.834,1.9
50,1986,4.3,3.46266,2.97392,3.35,0,534.066,1.9
51,1986,5.0,3.46266,2.97392,3.35,0,5811.7,1.9
53,1986,8.1,3.46266,2.97392,3.35,0,4452.72,1.9
54,1986,12.1,3.46266,2.97392,3.35,0,1882.35,1.9
55,1986,6.8,3.46266,2.97392,3.35,0,4755.618,1.9
56,1986,8.6,3.46266,2.97392,3.35,0,495.633,1.9
1,1987,8.2,3.45462,0.53852,3.35,0,4015.264,3.7
2,1987,10.1,3.45462,0.53852,3.85,0,539.309,3.7
4,1987,6.5,3.45462,0.53852,3.35,0,3437.103,3.7
5,1987,8.1,3.45462,0.53852,3.35,0,2342.355,3.7
6,1987,5.8,3.45462,0.53852,3.35,0,27777.158,3.7
8,1987,7.5,3.45462,0.53852,3.35,0,3260.48,3.7
9,1987,3.1,3.45462,0.53852,3.37,0,3247.291,3.7
10,1987,3.0,3.45462,0.53852,3.35,0,636.947,3.7
11,1987,6.3,3.45462,0.53852,3.35,0,636.93,3.7
12,1987,5.4,3.45462,0.53852,3.35,0,11997.283,3.7
13,1987,5.6,3.45462,0.53852,3.35,0,6208.467,3.7
15,1987,3.7,3.45462,0.53852,3.35,0,1067.918,3.7
16,1987,7.6,3.45462,0.53852,3.35,0,984.997,3.7
17,1987,7.5,3.45462,0.53852,3.35,0,11391.178,3.7
18,1987,6.1,3.45462,0.53852,3.35,0,5473.012,3.7
19,1987,5.6,3.45462,0.53852,3.35,0,2767.011,3.7
20,1987,4.8,3.45462,0.53852,3.35,0,2445.367,3.7
21,1987,8.3,3.45462,0.53852,3.35,0,3683.329,3.7
22,1987,11.8,3.45462,0.53852,3.35,0,4344.148,3.7
23,1987,4.4,3.45462,0.53852,3.35,0,1184.574,3.7
24,1987,4.3,3.45462,0.53852,3.35,0,4565.557,3.7
25,1987,3.3,3.45462,0.53852,3.35,0,5935.204,3.7
26,1987,8.4,3.45462,0.53852,3.35,0,9187.481,3.7
27,1987,5.1,3.45462,0.53852,3.35,0,4235.136,3.7
28,1987,10.0,3.45462,0.53852,3.35,0,2588.545,3.7
29,1987,6.2,3.45462,0.53852,3.35,0,5056.696,3.7
30,1987,7.5,3.45462,0.53852,3.35,0,805.063,3.7
31,1987,4.2,3.45462,0.53852,3.35,0,1566.547,3.7
32,1987,6.2,3.45462,0.53852,3.35,0,1023.376,3.7
33,1987,2.2,3.45462,0.53852,3.35,0,1054.289,3.7
34,1987,4.0,3.45462,0.53852,3.35,0,7670.742,3.7
35,1987,8.9,3.45462,0.53852,3.35,0,1478.52,3.7
36,1987,4.8,3.45462,0.53852,3.35,0,17868.848,3.7
37,1987,4.6,3.45462,0.53852,3.35,0,6403.7,3.7
38,1987,5.0,3.45462,0.53852,3.35,0,661.136,3.7
39,1987,7.1,3.45462,0.53852,3.35,0,10760.09,3.7
40,1987,7.2,3.45462,0.53852,3.35,0,3210.122,3.7
41,1987,6.2,3.45462,0.53852,3.35,0,2700.991,3.7
42,1987,5.8,3.45462,0.53852,3.35,0,11810.866,3.7
44,1987,3.7,3.45462,0.53852,3.35,0,989.604,3.7
45,1987,5.5,3.45462,0.53852,3.35,0,3380.506,3.7
46,1987,4.3,3.45462,0.53852,3.35,0,696.036,3.7
47,1987,6.7,3.45462,0.53852,3.35,0,4782.927,3.7
48,1987,8.5,3.45462,0.53852,3.35,0,16621.791,3.7
49,1987,6.3,3.45462,0.53852,3.35,0,1678.119,3.7
50,1987,3.8,3.45462,0.53852,3.35,0,540.267,3.7
51,1987,4.2,3.45462,0.53852,3.35,0,5932.268,3.7
53,1987,7.3,3.45462,0.53852,3.35,0,4531.901,3.7
54,1987,11.0,3.45462,0.53852,3.35,0,1857.585,3.7
55,1987,5.7,3.45462,0.53852,3.35,0,4777.919,3.7
