stfips,year,unemployment,gdp_growth,productivity_growth,min_wage,min_wage_increase,population,inflation
4,1996,5.5,3.77277,2.08671,4.25,0,4432.308,3.3
5,1996,5.2,3.77277,2.08671,4.25,0,2504.858,3.3
6,1996,7.4,3.77277,2.08671,4.25,0,31780.829,3.3
8,1996,4.2,3.77277,2.08671,4.25,0,3812.716,3.3
9,1996,5.2,3.77277,2.08671,4.27,0,3267.03,3.3
10,1996,5.0,3.77277,2.08671,4.65,1,727.09,3.3
11,1996,8.4,3.77277,2.08671,5.25,1,538.273,3.3
12,1996,5.3,3.77277,2.08671,4.25,0,14426.911,3.3
13,1996,4.6,3.77277,2.08671,4.25,0,7332.225,3.3
15,1996,5.9,3.77277,2.08671,5.25,0,1184.434,3.3
16,1996,5.4,3.77277,2.08671,4.25,0,1187.706,3.3
17,1996,5.3,3.77277,2.08671,4.25,0,11953.003,3.3
18,1996,4.0,3.77277,2.08671,4.25,0,5834.908,3.3
19,1996,3.6,3.77277,2.08671,4.65,0,2848.473,3.3
20,1996,4.2,3.77277,2.08671,4.25,0,2598.266,3.3
21,1996,5.4,3.77277,2.08671,4.25,0,3881.051,3.3
22,1996,6.5,3.77277,2.08671,4.25,0,4338.763,3.3
23,1996,5.3,3.77277,2.08671,4.25,0,1241.436,3.3
24,1996,4.9,3.77277,2.08671,4.25,0,5057.142,3.3
25,1996,4.6,3.77277,2.08671,4.75,1,6085.393,3.3
26,1996,4.9,3.77277,2.08671,4.25,0,9739.184,3.3
27,1996,3.8,3.77277,2.08671,4.25,0,4647.723,3.3
28,1996,6.0,3.77277,2.08671,4.25,0,2709.925,3.3
29,1996,4.7,3.77277,2.08671,4.25,0,5367.888,3.3
30,1996,5.6,3.77277,2.08671,4.25,0,876.656,3.3
31,1996,2.7,3.77277,2.08671,4.25,0,1647.657,3.3
32,1996,5.1,3.77277,2.08671,4.25,0,1596.476,3.3
33,1996,3.7,3.77277,2.08671,4.25,0,1160.768,3.3
34,1996,6.1,3.77277,2.08671,5.05,0,8009.624,3.3
35,1996,7.5,3.77277,2.08671,4.25,0,1706.151,3.3
36,1996,6.3,3.77277,2.08671,4.25,0,18143.805,3.3
37,1996,4.3,3.77277,2.08671,4.25,0,7307.658,3.3
38,1996,3.1,3.77277,2.08671,4.25,0,642.858,3.3
39,1996,5.0,3.77277,2.08671,4.25,0,11187.032,3.3
40,1996,4.0,3.77277,2.08671,4.25,0,3289.634,3.3
41,1996,5.6,3.77277,2.08671,4.75,0,3195.087,3.3
42,1996,5.5,3.77277,2.08671,4.25,0,12038.008,3.3
44,1996,5.2,3.77277,2.08671,4.45,0,987.858,3.3
45,1996,5.7,3.77277,2.08671,4.25,0,3738.974,3.3
46,1996,3.3,3.77277,2.08671,4.25,0,730.699,3.3
47,1996,5.2,3.77277,2.08671,4.25,0,5313.576,3.3
48,1996,5.8,3.77277,2.08671,4.25,0,19006.24,3.3
49,1996,3.4,3.77277,2.08671,4.25,0,2022.253,3.3
50,1996,4.3,3.77277,2.08671,4.75,1,586.352,3.3
51,1996,4.3,3.77277,2.08671,4.25,0,6665.491,3.3
53,1996,5.9,3.77277,2.08671,4.9,1,5509.963,3.3
54,1996,7.6,3.77277,2.08671,4.25,0,1818.983,3.3
55,1996,3.6,3.77277,2.08671,4.25,0,5173.828,3.3
56,1996,5.0,3.77277,2.08671,4.25,0,480.085,3.3
1,1997,4.9,4.44713,1.93518,4.75,1,4320.281,1.7
2,1997,6.9,4.44713,1.93518,5.25,1,608.846,1.7
4,1997,4.6,4.44713,1.93518,4.75,1,4552.207,1.7
5,1997,5.1,4.44713,1.93518,4.75,1,2524.007,1.7
6,1997,6.4,4.44713,1.93518,4.75,1,32217.708,1.7
8,1997,3.4,4.44713,1.93518,4.75,1,3891.293,1.7
9,1997,4.7,4.44713,1.93518,4.77,1,3268.514,1.7
10,1997,4.0,4.44713,1.93518,5.0,1,735.024,1.7
11,1997,8.1,4.44713,1.93518,5.75,1,528.752,1.7
12,1997,4.9,4.44713,1.93518,4.75,1,14683.35,1.7
13,1997,4.5,4.44713,1.93518,4.75,1,7486.094,1.7
15,1997,5.9,4.44713,1.93518,5.25,0,1189.322,1.7
16,1997,5.2,4.44713,1.93518,4.75,1,1210.638,1.7
17,1997,4.8,4.44713,1.93518,4.75,1,12011.509,1.7
18,1997,3.4,4.44713,1.93518,4.75,1,5872.37,1.7
19,1997,3.1,4.44713,1.93518,4.75,1,2854.396,1.7
20,1997,3.8,4.44713,1.93518,4.75,1,2616.339,1.7
21,1997,5.2,4.44713,1.93518,4.75,1,3907.816,1.7
22,1997,5.9,4.44713,1.93518,4.75,1,4351.39,1.7
23,1997,5.2,4.44713,1.93518,4.75,1,1245.215,1.7
24,1997,4.8,4.44713,1.93518,4.75,1,5092.914,1.7
25,1997,4.1,4.44713,1.93518,5.25,1,6115.476,1.7
26,1997,4.3,4.44713,1.93518,4.75,1,9785.45,1.7
27,1997,3.2,4.44713,1.93518,4.75,1,4687.726,1.7
28,1997,5.7,4.44713,1.93518,4.75,1,2731.826,1.7
29,1997,4.4,4.44713,1.93518,4.75,1,5407.113,1.7
30,1997,5.5,4.44713,1.93518,4.75,1,878.706,1.7
31,1997,2.4,4.44713,1.93518,4.75,1,1656.042,1.7
32,1997,4.4,4.44713,1.93518,4.75,1,1675.581,1.7
33,1997,3.4,4.44713,1.93518,4.75,1,1173.239,1.7
34,1997,5.3,4.44713,1.93518,5.05,0,8054.178,1.7
35,1997,6.4,4.44713,1.93518,4.75,1,1722.939,1.7
36,1997,6.4,4.44713,1.93518,4.75,1,18143.184,1.7
37,1997,3.8,4.44713,1.93518,4.75,1,7428.672,1.7
38,1997,2.9,4.44713,1.93518,4.75,1,640.945,1.7
39,1997,4.6,4.44713,1.93518,4.75,1,11212.498,1.7
40,1997,4.0,4.44713,1.93518,4.75,1,3314.259,1.7
41,1997,5.6,4.44713,1.93518,5.5,1,3243.254,1.7
42,1997,5.1,4.44713,1.93518,4.75,1,12015.888,1.7
44,1997,5.3,4.44713,1.93518,5.15,1,986.966,1.7
45,1997,4.5,4.44713,1.93518,4.75,1,3790.066,1.7
46,1997,2.9,4.44713,1.93518,4.75,1,730.855,1.7
47,1997,5.3,4.44713,1.93518,4.75,1,5378.433,1.7
48,1997,5.4,4.44713,1.93518,4.75,1,19355.427,1.7
49,1997,3.2,4.44713,1.93518,4.75,1,2065.397,1.7
50,1997,3.9,4.44713,1.93518,5.0,1,588.665,1.7
51,1997,3.7,4.44713,1.93518,4.75,1,6732.878,1.7
53,1997,4.9,4.44713,1.93518,4.9,0,5604.105,1.7
54,1997,7.0,4.44713,1.93518,4.75,1,1815.588,1.7
55,1997,3.5,4.44713,1.93518,4.75,1,5200.235,1.7
56,1997,4.8,4.44713,1.93518,4.75,1,480.031,1.7
1,1998,4.5,4.48313,3.34679,5.15,1,4351.037,1.6
2,1998,6.3,4.48313,3.34679,5.65,1,615.205,1.6
4,1998,4.3,4.48313,3.34679,5.15,1,4667.277,1.6
5,1998,5.0,4.48313,3.34679,5.15,1,2538.202,1.6
6,1998,5.9,4.48313,3.34679,5.15,1,32682.794,1.6
8,1998,3.6,4.48313,3.34679,5.15,1,3968.967,1.6
9,1998,3.2,4.48313,3.34679,5.18,1,3272.563,1.6
10,1998,3.5,4.48313,3.34679,5.15,1,744.066,1.6
11,1998,8.3,4.48313,3.34679,6.15,1,521.426,1.6
12,1998,4.4,4.48313,3.34679,5.15,1,14908.23,1.6
13,1998,4.2,4.48313,3.34679,5.15,1,7636.522,1.6
15,1998,5.8,4.48313,3.34679,5.25,0,1190.472,1.6
16,1998,5.2,4.48313,3.34679,5.15,1,1230.923,1.6
17,1998,4.4,4.48313,3.34679,5.15,1,12069.774,1.6
18,1998,3.0,4.48313,3.34679,5.15,1,5907.617,1.6
19,1998,2.8,4.48313,3.34679,5.15,1,2861.025,1.6
20,1998,3.7,4.48313,3.34679,5.15,1,2638.667,1.6
21,1998,4.5,4.48313,3.34679,5.15,1,3934.31,1.6
22,1998,5.5,4.48313,3.34679,5.15,1,4362.758,1.6
23,1998,4.5,4.48313,3.34679,5.15,1,1247.554,1.6
24,1998,4.2,4.48313,3.34679,5.15,1,5130.072,1.6
25,1998,3.4,4.48313,3.34679,5.25,0,6144.407,1.6
26,1998,4.0,4.48313,3.34679,5.15,1,9820.231,1.6
27,1998,2.7,4.48313,3.34679,5.15,1,4726.411,1.6
28,1998,5.2,4.48313,3.34679,5.15,1,2751.335,1.6
29,1998,4.0,4.48313,3.34679,5.15,1,5437.562,1.6
30,1998,5.6,4.48313,3.34679,5.15,1,879.533,1.6
31,1998,2.5,4.48313,3.34679,5.15,1,1660.772,1.6
32,1998,4.2,4.48313,3.34679,5.15,1,1743.772,1.6
33,1998,2.8,4.48313,3.34679,5.15,1,1185.823,1.6
34,1998,4.6,4.48313,3.34679,5.15,1,8095.542,1.6
35,1998,6.2,4.48313,3.34679,5.15,1,1733.535,1.6
36,1998,5.6,4.48313,3.34679,5.15,1,18159.175,1.6
37,1998,3.5,4.48313,3.34679,5.15,1,7545.828,1.6
38,1998,2.9,4.48313,3.34679,5.15,1,637.808,1.6
39,1998,4.4,4.48313,3.34679,5.15,1,11237.752,1.6
40,1998,4.1,4.48313,3.34679,5.15,1,3339.478,1.6
41,1998,5.6,4.48313,3.34679,6.0,1,3282.055,1.6
42,1998,4.7,4.48313,3.34679,5.15,1,12002.329,1.6
44,1998,4.5,4.48313,3.34679,5.15,0,987.704,1.6
45,1998,3.6,4.48313,3.34679,5.15,1,3839.578,1.6
46,1998,2.8,4.48313,3.34679,5.15,1,730.789,1.6
47,1998,4.4,4.48313,3.34679,5.15,1,5432.679,1.6
48,1998,5.0,4.48313,3.34679,5.15,1,19712.389,1.6
49,1998,3.6,4.48313,3.34679,5.15,1,2100.562,1.6
50,1998,3.5,4.48313,3.34679,5.25,1,590.579,1.6
51,1998,2.8,4.48313,3.34679,5.15,1,6789.225,1.6
53,1998,4.8,4.48313,3.34679,5.15,1,5687.832,1.6
54,1998,6.7,4.48313,3.34679,5.15,1,1811.688,1.6
55,1998,3.3,4.48313,3.34679,5.15,1,5222.124,1.6
56,1998,4.8,4.48313,3.34679,5.15,1,480.045,1.6
1,1999,4.7,4.78843,3.91495,5.15,0,4369.862,2.2
2,1999,6.4,4.78843,3.91495,5.65,0,619.5,2.2
4,1999,4.5,4.78843,3.91495,5.15,0,4778.332,2.2
5,1999,4.5,4.78843,3.91495,5.15,0,2551.373,2.2
6,1999,5.3,4.78843,3.91495,5.15,0,33145.121,2.2
8,1999,3.0,4.78843,3.91495,5.15,0,4056.133,2.2
9,1999,2.5,4.78843,3.91495,5.18,0,3282.031,2.2
10,1999,3.3,4.78843,3.91495,5.15,0,753.538,2.2
11,1999,6.6,4.78843,3.91495,6.15,0,519.0,2.2
12,1999,3.9,4.78843,3.91495,5.15,0,15111.244,2.2
13,1999,3.8,4.78843,3.91495,5.15,0,7788.24,2.2
15,1999,5.2,4.78843,3.91495,5.25,0,1185.497,2.2
16,1999,5.0,4.78843,3.91495,5.15,0,1251.7,2.2
17,1999,4.4,4.78843,3.91495,5.15,0,12128.37,2.2
18,1999,2.9,4.78843,3.91495,5.15,0,5942.901,2.2
19,1999,2.7,4.78843,3.91495,5.15,0,2869.413,2.2
20,1999,3.5,4.78843,3.91495,5.15,0,2654.052,2.2
21,1999,4.5,4.78843,3.91495,5.15,0,3960.825,2.2
22,1999,5.0,4.78843,3.91495,5.15,0,4372.035,2.2
23,1999,4.0,4.78843,3.91495,5.15,0,1253.04,2.2
24,1999,3.5,4.78843,3.91495,5.15,0,5171.634,2.2
25,1999,3.3,4.78843,3.91495,5.25,0,6175.169,2.2
26,1999,3.7,4.78843,3.91495,5.15,0,9863.775,2.2
27,1999,2.7,4.78843,3.91495,5.15,0,4775.508,2.2
28,1999,5.1,4.78843,3.91495,5.15,0,2768.619,2.2
29,1999,3.2,4.78843,3.91495,5.15,0,5468.338,2.2
30,1999,5.3,4.78843,3.91495,5.15,0,882.779,2.2
31,1999,2.7,4.78843,3.91495,5.15,0,1666.028,2.2
32,1999,4.0,4.78843,3.91495,5.15,0,1809.253,2.2
33,1999,2.8,4.78843,3.91495,5.15,0,1201.134,2.2
34,1999,4.4,4.78843,3.91495,5.15,0,8143.412,2.2
35,1999,5.6,4.78843,3.91495,5.15,0,1739.844,2.2
36,1999,5.2,4.78843,3.91495,5.15,0,18196.601,2.2
37,1999,3.3,4.78843,3.91495,5.15,0,7650.789,2.2
38,1999,3.1,4.78843,3.91495,5.15,0,633.666,2.2
39,1999,4.3,4.78843,3.91495,5.15,0,11256.654,2.2
40,1999,3.5,4.78843,3.91495,5.15,0,3358.044,2.2
41,1999,5.5,4.78843,3.91495,6.0,0,3316.154,2.2
42,1999,4.5,4.78843,3.91495,5.15,0,11994.016,2.2
44,1999,4.2,4.78843,3.91495,5.15,0,990.819,2.2
45,1999,4.1,4.78843,3.91495,5.15,0,3885.736,2.2
46,1999,2.7,4.78843,3.91495,5.15,0,733.133,2.2
47,1999,4.0,4.78843,3.91495,5.15,0,5483.535,2.2
48,1999,4.7,4.78843,3.91495,5.15,0,20044.141,2.2
49,1999,3.5,4.78843,3.91495,5.15,0,2129.836,2.2
50,1999,3.1,4.78843,3.91495,5.25,0,593.74,2.2
51,1999,2.7,4.78843,3.91495,5.15,0,6872.912,2.2
53,1999,4.8,4.78843,3.91495,5.15,0,5756.361,2.2
54,1999,6.4,4.78843,3.91495,5.15,0,1806.928,2.2
55,1999,3.1,4.78843,3.91495,5.15,0,5250.446,2.2
56,1999,4.7,4.78843,3.91495,5.15,0,479.602,2.2
1,2000,4.6,4.07759,2.99279,5.15,0,4452.173,3.4
2,2000,6.3,4.07759,2.99279,5.65,0,627.963,3.4
4,2000,4.0,4.07759,2.99279,5.15,0,5160.586,3.4
5,2000,4.2,4.07759,2.99279,5.15,0,2678.588,3.4
6,2000,4.9,4.07759,2.99279,5.75,1,33987.977,3.4
8,2000,2.7,4.07759,2.99279,5.15,0,4326.921,3.4
9,2000,2.1,4.07759,2.99279,6.15,1,3411.777,3.4
10,2000,3.6,4.07759,2.99279,5.65,1,786.373,3.4
11,2000,5.7,4.07759,2.99279,6.15,0,572.046,3.4
12,2000,3.8,4.07759,2.99279,5.15,0,16047.515,3.4
13,2000,3.5,4.07759,2.99279,5.15,0,8227.303,3.4
15,2000,4.2,4.07759,2.99279,5.25,0,1213.519,3.4
16,2000,4.7,4.07759,2.99279,5.15,0,1299.43,3.4
17,2000,4.4,4.07759,2.99279,5.15,0,12434.161,3.4
18,2000,3.1,4.07759,2.99279,5.15,0,6091.866,3.4
19,2000,2.7,4.07759,2.99279,5.15,0,2929.067,3.4
20,2000,3.8,4.07759,2.99279,5.15,0,2693.681,3.4
21,2000,4.1,4.07759,2.99279,5.15,0,4049.021,3.4
22,2000,5.2,4.07759,2.99279,5.15,0,4471.885,3.4
23,2000,3.3,4.07759,2.99279,5.15,0,1277.072,3.4
24,2000,3.5,4.07759,2.99279,5.15,0,5311.034,3.4
25,2000,2.8,4.07759,2.99279,6.0,1,6361.104,3.4
26,2000,3.7,4.07759,2.99279,5.15,0,9952.45,3.4
27,2000,3.0,4.07759,2.99279,5.15,0,4933.692,3.4
28,2000,5.3,4.07759,2.99279,5.15,0,2848.353,3.4
29,2000,3.4,4.07759,2.99279,5.15,0,5607.285,3.4
30,2000,4.8,4.07759,2.99279,5.15,0,903.773,3.4
31,2000,2.8,4.07759,2.99279,5.15,0,1713.82,3.4
32,2000,4.1,4.07759,2.99279,5.15,0,2018.741,3.4
33,2000,2.6,4.07759,2.99279,5.15,0,1239.882,3.4
34,2000,3.6,4.07759,2.99279,5.15,0,8430.621,3.4
35,2000,5.0,4.07759,2.99279,5.15,0,1821.204,3.4
36,2000,4.5,4.07759,2.99279,5.15,0,19001.78,3.4
37,2000,3.8,4.07759,2.99279,5.15,0,8081.614,3.4
38,2000,2.9,4.07759,2.99279,5.15,0,642.023,3.4
39,2000,4.1,4.07759,2.99279,5.15,0,11363.543,3.4
40,2000,3.0,4.07759,2.99279,5.15,0,3454.365,3.4
41,2000,5.2,4.07759,2.99279,6.5,1,3429.708,3.4
42,2000,4.2,4.07759,2.99279,5.15,0,12284.173,3.4
44,2000,4.0,4.07759,2.99279,5.65,1,1050.268,3.4
45,2000,3.7,4.07759,2.99279,5.15,0,4024.223,3.4
46,2000,2.5,4.07759,2.99279,5.15,0,755.844,3.4
47,2000,3.9,4.07759,2.99279,5.15,0,5703.719,3.4
48,2000,4.4,4.07759,2.99279,5.15,0,20944.499,3.4
49,2000,3.3,4.07759,2.99279,5.15,0,2244.502,3.4
50,2000,2.8,4.07759,2.99279,5.75,1,609.618,3.4
51,2000,2.3,4.07759,2.99279,5.15,0,7105.817,3.4
53,2000,5.1,4.07759,2.99279,6.5,1,5910.512,3.4
54,2000,5.6,4.07759,2.99279,5.15,0,1807.021,3.4
55,2000,3.4,4.07759,2.99279,5.15,0,5373.999,3.4
56,2000,3.8,4.07759,2.99279,5.15,0,494.3,3.4
1,2001,5.2,0.95554,2.58476,5.15,0,4467.634,2.8
2,2001,6.3,0.95554,2.58476,5.65,0,633.714,2.8
4,2001,4.7,0.95554,2.58476,5.15,0,5273.477,2.8
5,2001,4.8,0.95554,2.58476,5.15,0,2691.571,2.8
6,2001,5.5,0.95554,2.58476,6.25,1,34479.458,2.8
8,2001,3.8,0.95554,2.58476,5.15,0,4425.687,2.8
9,2001,2.9,0.95554,2.58476,6.4,1,3432.835,2.8
10,2001,3.6,0.95554,2.58476,6.15,1,795.699,2.8
11,2001,6.5,0.95554,2.58476,6.15,0,574.504,2.8
12,2001,4.4,0.95554,2.58476,5.15,0,16356.966,2.8
13,2001,4.1,0.95554,2.58476,5.15,0,8377.038,2.8
15,2001,4.3,0.95554,2.58476,5.25,0,1225.948,2.8
16,2001,5.1,0.95554,2.58476,5.15,0,1319.962,2.8
17,2001,5.4,0.95554,2.58476,5.15,0,12488.445,2.8
18,2001,4.2,0.95554,2.58476,5.15,0,6127.76,2.8
19,2001,3.3,0.95554,2.58476,5.15,0,2931.997,2.8
20,2001,4.3,0.95554,2.58476,5.15,0,2702.162,2.8
21,2001,5.2,0.95554,2.58476,5.15,0,4068.132,2.8
22,2001,5.6,0.95554,2.58476,5.15,0,4477.875,2.8
23,2001,3.8,0.95554,2.58476,5.15,0,1285.692,2.8
24,2001,4.2,0.95554,2.58476,5.15,0,5374.691,2.8
25,2001,3.8,0.95554,2.58476,6.75,1,6397.634,2.8
26,2001,5.2,0.95554,2.58476,5.15,0,9991.12,2.8
27,2001,3.8,0.95554,2.58476,5.15,0,4982.796,2.8
28,2001,5.5,0.95554,2.58476,5.15,0,2852.994,2.8
29,2001,4.5,0.95554,2.58476,5.15,0,5641.142,2.8
30,2001,4.6,0.95554,2.58476,5.15,0,906.961,2.8
31,2001,3.2,0.95554,2.58476,5.15,0,1719.836,2.8
32,2001,5.2,0.95554,2.58476,5.15,0,2098.399,2.8
33,2001,3.4,0.95554,2.58476,5.15,0,1255.517,2.8
34,2001,4.2,0.95554,2.58476,5.15,0,8492.671,2.8
35,2001,5.0,0.95554,2.58476,5.15,0,1831.69,2.8
36,2001,4.9,0.95554,2.58476,5.15,0,19082.838,2.8
37,2001,5.6,0.95554,2.58476,5.15,0,8210.122,2.8
38,2001,2.8,0.95554,2.58476,5.15,0,639.062,2.8
39,2001,4.4,0.95554,2.58476,5.15,0,11387.404,2.8
40,2001,3.6,0.95554,2.58476,5.15,0,3467.1,2.8
41,2001,6.4,0.95554,2.58476,6.5,0,3467.937,2.8
42,2001,4.8,0.95554,2.58476,5.15,0,12298.97,2.8
44,2001,4.4,0.95554,2.58476,6.15,1,1057.142,2.8
45,2001,5.3,0.95554,2.58476,5.15,0,4064.995,2.8
46,2001,3.0,0.95554,2.58476,5.15,0,757.972,2.8
47,2001,4.5,0.95554,2.58476,5.15,0,5750.789,2.8
48,2001,5.0,0.95554,2.58476,5.15,0,21319.622,2.8
49,2001,4.4,0.95554,2.58476,5.15,0,2283.715,2.8
50,2001,3.3,0.95554,2.58476,6.25,1,612.223,2.8
51,2001,3.3,0.95554,2.58476,5.15,0,7198.362,2.8
53,2001,6.0,0.95554,2.58476,6.72,1,5985.722,2.8
54,2001,5.4,0.95554,2.58476,5.15,0,1801.481,2.8
55,2001,4.4,0.95554,2.58476,5.15,0,5406.835,2.8
56,2001,3.8,0.95554,2.58476,5.15,0,494.657,2.8
1,2002,5.9,1.70044,4.26942,5.15,0,4480.089,1.6
2,2002,7.2,1.70044,4.26942,5.65,0,642.337,1.6
4,2002,6.1,1.70044,4.26942,5.15,0,5396.255,1.6
5,2002,5.3,1.70044,4.26942,5.15,0,2705.927,1.6
6,2002,6.8,1.70044,4.26942,6.75,1,34871.843,1.6
8,2002,5.7,1.70044,4.26942,5.15,0,4490.406,1.6
9,2002,4.4,1.70044,4.26942,6.7,1,3458.749,1.6
10,2002,4.3,1.70044,4.26942,6.15,0,806.169,1.6
11,2002,7.0,1.70044,4.26942,6.15,0,573.158,1.6
12,2002,5.0,1.70044,4.26942,5.15,0,16689.37,1.6
13,2002,5.3,1.70044,4.26942,5.15,0,8508.256,1.6
15,2002,4.0,1.70044,4.26942,5.75,1,1239.613,1.6
16,2002,5.6,1.70044,4.26942,5.15,0,1340.372,1.6
17,2002,6.6,1.70044,4.26942,5.15,0,12525.556,1.6
18,2002,5.2,1.70044,4.26942,5.15,0,6155.967,1.6
19,2002,4.0,1.70044,4.26942,5.15,0,2934.234,1.6
20,2002,5.1,1.70044,4.26942,5.15,0,2713.535,1.6
21,2002,5.8,1.70044,4.26942,5.15,0,4089.875,1.6
22,2002,6.0,1.70044,4.26942,5.15,0,4497.267,1.6
23,2002,4.5,1.70044,4.26942,5.75,1,1295.96,1.6
24,2002,4.8,1.70044,4.26942,5.15,0,5440.389,1.6
25,2002,5.2,1.70044,4.26942,6.75,0,6417.206,1.6
26,2002,6.2,1.70044,4.26942,5.15,0,10015.71,1.6
27,2002,4.5,1.70044,4.26942,5.15,0,5018.935,1.6
28,2002,6.4,1.70044,4.26942,5.15,0,2858.681,1.6
29,2002,5.3,1.70044,4.26942,5.15,0,5674.825,1.6
30,2002,4.6,1.70044,4.26942,5.15,0,911.667,1.6
31,2002,3.7,1.70044,4.26942,5.15,0,1728.292,1.6
32,2002,5.7,1.70044,4.26942,5.15,0,2173.791,1.6
33,2002,4.5,1.70044,4.26942,5.15,0,1269.089,1.6
34,2002,5.8,1.70044,4.26942,5.15,0,8552.643,1.6
35,2002,5.5,1.70044,4.26942,5.15,0,1855.309,1.6
36,2002,6.2,1.70044,4.26942,5.15,0,19137.8,1.6
37,2002,6.9,1.70044,4.26942,5.15,0,8326.201,1.6
38,2002,3.4,1.70044,4.26942,5.15,0,638.168,1.6
39,2002,5.8,1.70044,4.26942,5.15,0,11407.889,1.6
40,2002,4.6,1.70044,4.26942,5.15,0,3489.08,1.6
41,2002,7.5,1.70044,4.26942,6.5,0,3513.424,1.6
42,2002,5.5,1.70044,4.26942,5.15,0,12331.031,1.6
44,2002,5.1,1.70044,4.26942,6.15,0,1065.995,1.6
45,2002,6.4,1.70044,4.26942,5.15,0,4107.795,1.6
46,2002,3.2,1.70044,4.26942,5.15,0,760.02,1.6
47,2002,5.1,1.70044,4.26942,5.15,0,5795.918,1.6
48,2002,6.4,1.70044,4.26942,5.15,0,21690.325,1.6
49,2002,5.7,1.70044,4.26942,5.15,0,2324.815,1.6
50,2002,3.8,1.70044,4.26942,6.25,0,615.442,1.6
51,2002,4.4,1.70044,4.26942,5.15,0,7286.873,1.6
53,2002,7.1,1.70044,4.26942,6.9,1,6052.349,1.6
54,2002,6.5,1.70044,4.26942,5.15,0,1805.414,1.6
55,2002,5.3,1.70044,4.26942,5.15,0,5445.162,1.6
56,2002,4.0,1.70044,4.26942,5.15,0,500.017,1.6
1,2003,6.0,2.79561,3.68579,5.15,0,4503.491,2.3
2,2003,7.7,2.79561,3.68579,7.15,1,648.414,2.3
4,2003,5.8,2.79561,3.68579,5.15,0,5510.364,2.3
5,2003,5.8,2.79561,3.68579,5.15,0,2724.816,2.3
6,2003,6.9,2.79561,3.68579,6.75,0,35253.159,2.3
8,2003,6.1,2.79561,3.68579,5.15,0,4528.732,2.3
9,2003,5.4,2.79561,3.68579,6.9,1,3484.336,2.3
10,2003,4.5,2.79561,3.68579,6.15,0,818.003,2.3
11,2003,7.3,2.79561,3.68579,6.15,0,568.502,2.3
12,2003,4.5,2.79561,3.68579,5.15,0,17004.085,2.3
13,2003,5.1,2.79561,3.68579,5.15,0,8622.793,2.3
15,2003,3.9,2.79561,3.68579,6.25,1,1251.154,2.3
16,2003,5.6,2.79561,3.68579,5.15,0,1363.38,2.3
17,2003,6.7,2.79561,3.68579,5.15,0,12556.006,2.3
18,2003,5.3,2.79561,3.68579,5.15,0,6196.638,2.3
19,2003,4.4,2.79561,3.68579,5.15,0,2941.999,2.3
20,2003,5.6,2.79561,3.68579,5.15,0,2723.004,2.3
21,2003,6.2,2.79561,3.68579,5.15,0,4117.17,2.3
22,2003,6.3,2.79561,3.68579,5.15,0,4521.042,2.3
23,2003,5.1,2.79561,3.68579,6.25,1,1306.513,2.3
24,2003,4.8,2.79561,3.68579,5.15,0,5496.269,2.3
25,2003,5.7,2.79561,3.68579,6.75,0,6422.565,2.3
26,2003,7.1,2.79561,3.68579,5.15,0,10041.152,2.3
27,2003,4.8,2.79561,3.68579,5.15,0,5053.572,2.3
28,2003,6.1,2.79561,3.68579,5.15,0,2868.312,2.3
29,2003,5.7,2.79561,3.68579,5.15,0,5709.403,2.3
30,2003,4.7,2.79561,3.68579,5.15,0,919.63,2.3
31,2003,3.9,2.79561,3.68579,5.15,0,1738.643,2.3
32,2003,5.3,2.79561,3.68579,5.15,0,2248.85,2.3
33,2003,4.5,2.79561,3.68579,5.15,0,1279.84,2.3
34,2003,5.8,2.79561,3.68579,5.15,0,8601.402,2.3
35,2003,5.9,2.79561,3.68579,5.15,0,1877.574,2.3
36,2003,6.4,2.79561,3.68579,5.15,0,19175.939,2.3
37,2003,6.7,2.79561,3.68579,5.15,0,8422.501,2.3
38,2003,3.5,2.79561,3.68579,5.15,0,638.817,2.3
39,2003,6.2,2.79561,3.68579,5.15,0,11434.788,2.3
40,2003,5.4,2.79561,3.68579,5.15,0,3504.892,2.3
41,2003,8.0,2.79561,3.68579,6.9,1,3547.376,2.3
42,2003,5.7,2.79561,3.68579,5.15,0,12374.658,2.3
44,2003,5.6,2.79561,3.68579,6.15,0,1071.342,2.3
45,2003,7.2,2.79561,3.68579,5.15,0,4150.297,2.3
46,2003,3.5,2.79561,3.68579,5.15,0,763.729,2.3
47,2003,5.5,2.79561,3.68579,5.15,0,5847.812,2.3
48,2003,6.7,2.79561,3.68579,5.15,0,22030.931,2.3
49,2003,5.6,2.79561,3.68579,5.15,0,2360.137,2.3
50,2003,4.4,2.79561,3.68579,6.25,0,617.858,2.3
51,2003,4.3,2.79561,3.68579,5.15,0,7366.977,2.3
53,2003,7.2,2.79561,3.68579,7.01,1,6104.115,2.3
54,2003,6.6,2.79561,3.68579,5.15,0,1812.295,2.3
55,2003,5.6,2.79561,3.68579,5.15,0,5479.203,2.3
56,2003,4.3,2.79561,3.68579,5.15,0,503.453,2.3
1,2004,5.6,3.84777,2.97609,5.15,0,4530.729,2.7
2,2004,7.4,3.84777,2.97609,7.15,0,659.286,2.7
4,2004,5.0,3.84777,2.97609,5.15,0,5652.404,2.7
5,2004,5.6,3.84777,2.97609,5.15,0,2749.686,2.7
6,2004,6.2,3.84777,2.97609,6.75,0,35574.576,2.7
8,2004,5.6,3.84777,2.97609,5.15,0,4575.013,2.7
